space,log_n_unique_voters,mean_robust_participation_vp,std_robust_participation_vp,gini_voting_power,whale_ratio_top1pct,proposal_frequency_per_30d,repeat_voter_rate,z_rep_pct_for_votes,z_rep_pct_against_votes,z_rep_pct_abstain_votes,z_rep_choice_entropy,z_rep_pct_aligned_with_majority
baovotes.eth,0.25049116053301407,-0.47501763769821187,0.0739078495082085,0.2852400036544685,-0.11077720370990077,-0.11721781854513805,-0.1459151493766262,0.34565458113945396,-0.2752925366580944,-0.22370527405852655,-0.3232833296722208,0.23894300735433993
barnbridge.eth,-0.41114640832321137,0.6297719292903446,-0.5776705332360076,0.08937307452122793,0.029336503711527663,-0.22131405209710925,-0.37698458159800907,0.10915797286984302,0.21824385767422083,0.27125975101902133,0.21398203441622207,0.057063571692651284
basedpiggy.eth,-0.2574407418779464,0.833175196629715,-1.3861992109852397,0.3688556790731112,-0.33952573055058766,-0.10653137438982645,-0.07667667240053473,-0.013078780802812268,-0.40092432022299657,0.6022362478031623,0.20938419395433522,0.31684896884780855
beanstalkdao.eth,-0.056075648399233735,0.6234021518602367,-0.4609700109250316,0.06094104822834278,-0.9422937288800305,-0.18405388920834648,0.5471215094730191,0.6488043857374786,-0.5803886873818359,-0.2390971987197967,-0.5072385480691716,0.6691300333407756
beanstalkfarms.eth,-0.14260837697418263,-0.5337570383771719,0.31595493131739294,-0.14570064766386923,-0.2582477650074329,0.2412835450365816,0.42472783938504444,0.4620130365078064,-0.29556154459740697,-0.2917023721465319,-0.07103490430825787,0.3568773053897684
beefydao.eth,0.5023929917934484,-0.05929430428763416,-0.7466125597050641,0.4323994199046835,-0.04179089362923728,-0.0049603160952084065,-0.10113299113885495,-0.14716645486899346,-0.0025331303385140377,1.2981608193264302,0.46993889576276043,-0.27119796506363
beets.eth,1.0015977637123805,0.16343827342844888,-0.10417584686248103,0.4031101203541464,-0.26707495559114935,0.22424151880140827,0.6155967526082778,-2.1859664308689024,-0.559281288023022,-0.18956126304834037,-0.050113775878083494,0.6586426484940577
benddao.eth,-0.633520114141014,0.09514716936763626,-0.20000440966428956,0.07312842706879899,0.08020684534982425,-0.045191437654420165,0.25136094698472045,0.015269525059900806,0.02372454649696456,1.0014700822341434,0.5183738459341665,-0.4721397623385835
bestfork.eth,1.9631681372787886,-0.18845049893720636,0.3592456366036419,0.5020922984122436,0.3550569400046846,0.043765402459976836,-0.45947533939090135,-0.9132277355528979,2.386669445258627,-0.3072316376849101,0.6021586620336152,-0.06375431775456088
binance868dashi.eth,0.03963814312807013,-0.2231422552186835,1.0858983100217245,0.2329728446253854,-0.4813292771568266,2.9956322566633844,0.22189124593622328,-0.5476973571531801,1.6153689519897818,-0.2496861373533865,0.5322993414487395,-1.797413898511885
bioxyz.eth,-0.06592057935569993,0.5382851479571521,-1.3908929398202956,0.32279695678793935,-0.06478288289819484,-0.13999876939139969,-0.5810445662049605,0.6490178421255967,-0.5830951857240267,-0.23021855627990206,-0.5895262454895167,0.737335079272156
biswap-org.eth,1.4712718058402172,0.10894475267488676,0.13140603970872186,0.33772331376576403,-0.27166295609242097,-0.24189954277965206,-1.0064641872203959,-0.2293167825364593,0.7259539769223062,1.132425799856629,-0.09840374664677745,-0.5718764628715485
bitdao.eth,1.6862982871745134,1.0799368739799837,-1.2541347954851745,0.40560286327703243,0.4491794487714209,-0.2538950417775945,0.23896032656101424,0.7082098165985469,-0.6681097947216015,-0.334402561597812,-0.6708452083828623,0.7920792216906436
bitembassy.eth,0.920903959795334,0.3161497243344992,-0.805056034823109,-0.4675217432863513,-0.7173012614336116,0.3565128989810815,0.6327234280766706,0.6669867919602299,-0.6498188204329237,-0.10407057516385028,-0.5092252814202605,0.7066123888840771
biteren.eth,0.2623527938898999,-0.6162106112662208,-0.2523210667361664,-0.8013906411064878,0.2884445794094321,1.3916565952491724,0.6560593839199956,-0.2779796403905769,1.1828897923967578,-0.2839475564181992,1.0297151811942065,0.34807897878675476
black369hole.eth,0.30515984576242433,-0.5124886689816525,-0.32156425257167665,-0.28611894950601247,-0.059552748257688096,1.108093686549188,-0.1325407986484809,-0.4541214506474728,1.1127182700020624,1.2807188142961896,0.544092500129263,-1.622640370363333
blastupio.eth,-0.9023965325339248,1.2788728912020173,-2.1619790404561843,-0.17268789726835543,-0.828490764408453,0.3949912725304055,-0.12448441978285316,0.3154719868716993,-0.12283311002599928,0.4293280344467688,-0.13026004722645246,-0.005517661708637004
blid.eth,-1.0078715266407596,-0.922688274495041,0.18009876737343994,0.03465081344887176,0.7390020488543247,0.06446499170176818,0.40741374803358177,0.626342541821672,-0.5126968337960882,-0.33618760124422753,-0.5088715986358857,0.6228257758351371
blockchainminers.eth,0.34247722946588705,0.7362122759654933,-0.4969991730092363,-0.33607570482812354,-0.8894353564659089,0.019261271989947065,0.22498562008066855,-1.516445109980073,1.533605384297989,5.529653337305822,1.985929601827412,-2.224361964791475
blockhuobi.eth,0.08734665157095138,-0.3371694664952705,0.0690976706701649,-1.4813499598344553,1.2550556597618503,0.06660526669611738,-1.1180195436262343,0.3082628246525713,0.00950181028987363,-0.05582405255029863,-0.3312335028222335,0.055093934219245036
bnbdddd.eth,-0.28483408109663305,-0.7685809838323614,0.47605450311741654,-1.0041688978035705,0.8575097285280439,4.1987261431018705,-0.23202310695621206,-0.15153519027969084,0.950094588175657,-0.2995684624326025,-0.05487074848124964,-0.5410265770308681
boboat321.eth,0.311920318237854,-0.7987877456948134,0.3251024309267192,-1.0347153208984763,0.4972442848741359,2.4553483203755624,-0.8484747989564458,0.2815027024574683,0.08096918072209214,-0.12384796055623679,0.00454616188166065,0.1259920946892334
bobuthefarmer.eth,0.6582200260915438,0.3068793866850298,-0.4588212268382328,-0.0009502550042192737,-0.7198670185347332,-0.27065763544176086,-0.9471559127828315,-1.1426668112995826,1.6854754685720954,0.08812984651080542,-0.4002215983384823,-2.0756760134336303
boringsecurity.eth,-0.7411248091523865,0.49295611448397214,-0.9272216748218076,-0.9281110977754555,0.3839484679259928,-0.16498098722823934,-0.20509739935486226,0.2366434403354585,0.02428750727212877,0.4373411569918508,0.3939719015055608,0.0558720128285214
bosondao.eth,-1.0226565441572966,0.5464204785532245,1.7785532402785282,0.10252836844930403,-0.21072975436636338,-0.2694941913883684,-0.5653280572165299,0.18951510740640182,-0.4045738616700049,0.4037461110356826,-0.37116398390027894,0.31317489612711313
botto.eth,-0.3777634340026513,0.2508947911242554,-0.2706572425321026,0.17496253862441363,-0.3977758837737242,-0.09969369331365709,0.2846535582198745,0.2725558486043504,-0.27699924793552716,-0.17593781780169546,0.005792111162096715,0.2894403385291801
brightdao688.eth,-1.2310119334221161,2.381210663839265,-4.100988227265722,-1.4813499598344553,1.2550556597618503,11.291161288203703,-1.9106612266261969,-2.1176453352105176,4.680844239449689,-0.33618760124422753,-0.7633133328821041,0.5615124887272516
brightdao888.eth,-1.2653610384632332,0.5923349475560972,-1.3818782098526545,-1.4813499598344553,1.2550556597618503,9.019386377528525,-1.6863064343296115,-1.3723983755924196,3.27031661763151,-0.33618760124422753,-0.5481210118668541,0.3720208608584607
brightmoments.eth,-0.28483408109663305,-0.8893389232480741,1.1601187170497969,-0.2878124842484513,-0.5451062455018723,-0.2695708209365289,-0.4433202129286577,-1.563797119530833,-0.11283228017196009,-0.08764493569298051,-0.4313138984435944,0.16116122042823738
briwanbriwan333999.eth,-1.1078322014913022,-0.6011674814248913,0.43104515500832724,-1.0115049105190885,0.8594198210943972,6.504687803057862,-0.8013514202708573,-0.5997758797435556,1.807975366093363,-0.33618760124422753,0.010861395232580251,-0.7869673926692424
btcismylove.eth,0.2973717875081352,-0.907688229189124,0.2147129029689156,-0.7410832829233333,0.3122878120173351,-0.13239119894171844,-0.6423176250234545,-0.8635982364350965,0.7230664398471622,0.8880333152720724,-0.10873299312693434,-2.287316027474958
